blend_mae,channel,delta_vs_first_error_pct,delta_vs_pure_pct,first_error_mae,pure_mpl_mae,scale,test_curve,test_label,variant,weight,win_vs_first_error,win_vs_pure
0.005905848904230973,step,0.20818853029516138,-61.59654418774678,0.005893579148420095,0.015378430871178581,400,wsdcon_3.csv,WSD-con 3e-5,smooth_only,0.05,0,1
0.006544702761585908,step,-0.2026034545621891,-27.54582810557974,0.006557989474811701,0.009032886016726277,400,wsdcon_9.csv,WSD-con 9e-5,smooth_only,0.05,1,1
0.004156892998929901,step,0.47426673126742536,-14.622688430838304,0.004137271297583188,0.004868849724276598,400,wsdcon_18.csv,WSD-con 18e-5,smooth_only,0.05,0,1
0.0033049710642922077,smooth,8.949851293297506,-23.19960671125293,0.0030334791879569334,0.004303325702859985,25,wsd_20000_24000.csv,WSD sharp,smooth_only,0.1,0,1
0.0034580609685663003,smooth,7.764376442394871,-10.426906611633846,0.0032089091801266964,0.003860602372604268,25,wsdld_20000_24000.csv,WSD linear,smooth_only,0.1,0,1
0.0035898279113831563,step,-11.327879085226877,-58.216060476641616,0.004048429060170452,0.008591406057766149,25,wsdcon_3.csv,WSD-con 3e-5,smooth_only,0.1,1,1
0.004259567765869184,step,-1.7032458906089953,-29.619658078588085,0.004333375811299792,0.006052212378600692,25,wsdcon_9.csv,WSD-con 9e-5,smooth_only,0.1,1,1
0.003617824339186018,step,2.075972855288044,-12.494318009219207,0.003544246738960761,0.004134387912738256,25,wsdcon_18.csv,WSD-con 18e-5,smooth_only,0.1,0,1
0.0022354000742705244,smooth,-2.1476908777210313,-48.55105843280123,0.002284463283822057,0.004344890305179187,100,wsd_20000_24000.csv,WSD sharp,smooth_only,0.1,1,1
0.0024148633883282564,smooth,-2.1076127604016226,-33.251990841196374,0.0024668551420834305,0.0036178807709199698,100,wsdld_20000_24000.csv,WSD linear,smooth_only,0.1,1,1
0.003533647193783389,step,-0.40829716353087964,-55.428681893944145,0.003548134124773109,0.007928074250295227,100,wsdcon_3.csv,WSD-con 3e-5,smooth_only,0.1,1,1
0.004488440950665238,step,-0.5399833283214028,-28.261813841888227,0.004512809368896204,0.0062566970131816045,100,wsdcon_9.csv,WSD-con 9e-5,smooth_only,0.1,1,1
