heldout_tests,inner_mean,inner_worst,max_kappa,mean_heldout,mean_kappa,mean_retention,median_heldout,rule,selected_lambda,train_id,train_label,train_size,wins,worst_heldout
6,-9.536976874178846,-5.489101703451937,0.021481342040807462,-13.67319379797764,0.014110593697826773,0.30303076302885285,-10.65136947990069,inner_cv_worst,0.003,wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_9.csv|wsdcon_18.csv,WSD sharp + WSD linear + WSD-con 9e-5 + WSD-con 18e-5,4,6,-1.3447716095586926
15,0.0,0.0,0.02528343848519805,-14.782913195304515,0.01932223272400048,0.7306681316818505,-12.702860611521372,inner_cv_worst,0.025,wsdcon_18.csv,WSD-con 18e-5,1,15,-2.3316778255444315
15,0.0,0.0,0.022818017205926373,-8.76062386983777,0.01592606007307935,0.2550406027181505,-8.24071987699817,inner_cv_worst,0.025,wsdcon_3.csv,WSD-con 3e-5,1,15,-1.5394651573755525
12,-19.98685282341144,-6.913920409686336,0.028481618844949156,-10.826729297169726,0.02010992036225935,0.3719762706500445,-10.87380988671871,inner_cv_worst,0.1,wsdcon_3.csv|wsdcon_18.csv,WSD-con 3e-5 + WSD-con 18e-5,2,12,-2.037154909354122
12,-18.627278037057206,-5.637673867786342,0.022000582680307322,-7.924978223079905,0.015035422415984994,0.27758794937179904,-7.995795856412562,inner_cv_worst,0.015,wsdcon_3.csv|wsdcon_9.csv,WSD-con 3e-5 + WSD-con 9e-5,2,12,-1.4097637787735096
9,-15.774614796604238,-5.638176403297446,0.02208876893642907,-7.862218659050269,0.015190547776436816,0.29110033030019133,-8.783654968341425,inner_cv_worst,0.015,wsdcon_3.csv|wsdcon_9.csv|wsdcon_18.csv,WSD-con 3e-5 + WSD-con 9e-5 + WSD-con 18e-5,3,9,-1.4662692409193268
15,0.0,0.0,0.025764467500442024,-12.812556357957229,0.01709677684530956,0.545691707418849,-10.31184836784178,inner_cv_worst,0.025,wsdcon_9.csv,WSD-con 9e-5,1,15,-1.601981966700039
12,-10.556786780125154,-5.636792962966131,0.02436526688365376,-13.382671284217642,0.016363804430779286,0.5118870969090678,-10.683082876708145,inner_cv_worst,0.01,wsdcon_9.csv|wsdcon_18.csv,WSD-con 9e-5 + WSD-con 18e-5,2,12,-1.6213322269105102
15,0.0,0.0,0.05442078924432002,-12.33746204448098,0.03499623651449894,0.2447979786410015,-9.645935980157727,inner_cv_worst,0.025,wsdld_20000_24000.csv,WSD linear,1,12,5.001948118398092
12,-9.724054241993972,-6.867499332407034,0.02162768380471459,-13.164423651228207,0.015235061524320173,0.30171186379931353,-10.4686958787576,inner_cv_worst,0.003,wsdld_20000_24000.csv|wsdcon_18.csv,WSD linear + WSD-con 18e-5,2,12,-1.807984674966956
12,-15.612954391644555,-7.212405972793667,0.024565575185161583,-8.780828397698224,0.016995142478266275,0.25452094203593933,-8.227505681105152,inner_cv_worst,0.025,wsdld_20000_24000.csv|wsdcon_3.csv,WSD linear + WSD-con 3e-5,2,12,-1.6225306971023645
9,-16.490865522076504,-7.0364130610714,0.030621138964495823,-10.49908805911129,0.021350318167861097,0.37292731745936836,-8.18602775156595,inner_cv_worst,0.1,wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_18.csv,WSD linear + WSD-con 3e-5 + WSD-con 18e-5,3,9,-2.109590757655322
9,-15.808572328977602,-5.6391389466086235,0.021871365175818416,-7.239214317557448,0.014801577467197019,0.25184446328744853,-7.269500016579955,inner_cv_worst,0.01,wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv,WSD linear + WSD-con 3e-5 + WSD-con 9e-5,3,9,-1.3580296568874273
6,-14.109506983930673,-5.638951574839213,0.021864849878532152,-6.7715985775476595,0.014890266490140636,0.26486318076542825,-5.672194417930249,inner_cv_worst,0.01,wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv|wsdcon_18.csv,WSD linear + WSD-con 3e-5 + WSD-con 9e-5 + WSD-con 18e-5,4,6,-1.4068603984017436
12,-9.510817377416954,-5.428707992432158,0.021882445046969526,-11.376748866908727,0.01410477109465223,0.33302540980586376,-8.797595414809557,inner_cv_worst,0.003,wsdld_20000_24000.csv|wsdcon_9.csv,WSD linear + WSD-con 9e-5,2,12,-1.23494836135718
9,-9.4281401383327,-5.514447772888687,0.021813226874347412,-12.954717073165236,0.014418953761253161,0.3668836049042858,-10.17785104586043,inner_cv_worst,0.003,wsdld_20000_24000.csv|wsdcon_9.csv|wsdcon_18.csv,WSD linear + WSD-con 9e-5 + WSD-con 18e-5,3,9,-1.3929249341454453
