base_mae,coef,corr_mae,delta_pct,fit_objective,group,lambda,localization,residualized_corr,scale,test_curve,test_label,variant,win
0.004934623402238123,0.04304751774595571,0.004673263869062348,-5.296443352845004,0.00023252901193713,core_wsd,20.0,1.0,0.016485038893276804,100,wsdcon_9.csv,WSD-con 9e-5,rounded_fast20,1
0.0013816404339982303,0.04304751774595571,0.001264872834214382,-8.45137395450587,0.00023252901193713,core_wsd,20.0,1.0,0.016485038893276804,100,wsdcon_18.csv,WSD-con 18e-5,rounded_fast20,1
0.0032781062167547585,0.05859414941329983,0.0048299236612852955,47.338839620236485,0.0002233237997982665,extra_control,7.221202285244404,1.0,0.02257199213519784,100,cosine_24000.csv,Cosine 24k,rounded_fast20,0
0.001848699219840022,0.05859491356579989,0.001848699219840022,0.0,0.00022332260065526254,extra_control,7.220283130832764,1.0,0.02257232913752262,100,constant_24000.csv,Constant 24k,rounded_fast20,0
0.004776169698442608,0.05859491356579989,0.004776169698442608,0.0,0.00022332260065526254,extra_control,7.220283130832764,1.0,0.02257232913752262,100,constant_72000.csv,Constant 72k,rounded_fast20,0
0.004701998914275349,0.08289225770142289,0.0018924101325353989,-59.75307168213055,0.0003021953131743991,core_wsd,7.2284552974545955,1.0,0.0382566317150519,400,wsd_20000_24000.csv,WSD sharp,rounded_fast20,1
0.0038535563963712593,0.08289862148646569,0.0017616752772348068,-54.28442986084994,0.00030218191033300543,core_wsd,7.223478858982098,1.0,0.03826022394060979,400,wsdld_20000_24000.csv,WSD linear,rounded_fast20,1
0.008173606778800102,0.06055693382186499,0.0032081357570570863,-60.750059993367515,0.0003207817456711833,core_wsd,20.0,1.0,0.027593566362048457,400,wsdcon_3.csv,WSD-con 3e-5,rounded_fast20,1
0.006687305974578527,0.06055693382186499,0.0057642622615026035,-13.802923278594259,0.0003207817456711833,core_wsd,20.0,1.0,0.027593566362048457,400,wsdcon_9.csv,WSD-con 9e-5,rounded_fast20,1
0.0025579541942073844,0.06055693382186499,0.0023935004638786323,-6.429111619792327,0.0003207817456711833,core_wsd,20.0,1.0,0.027593566362048457,400,wsdcon_18.csv,WSD-con 18e-5,rounded_fast20,1
0.007134640765897494,0.08290153067889618,0.011160708069280352,56.429853099638215,0.00030217577628120865,extra_control,7.221202285244404,1.0,0.038261866717720965,400,cosine_24000.csv,Cosine 24k,rounded_fast20,0
0.001679822173746335,0.08290270488454092,0.001679822173746335,0.0,0.00030217329921958534,extra_control,7.220283130832764,1.0,0.03826252988048882,400,constant_24000.csv,Constant 24k,rounded_fast20,0
0.004118245803084534,0.08290270488454092,0.004118245803084534,0.0,0.00030217329921958534,extra_control,7.220283130832764,1.0,0.03826252988048882,400,constant_72000.csv,Constant 72k,rounded_fast20,0
