base_mae,channel,config_id,corr_mae,delta_pct,drop_concentration,kappa,max_mode,nuisance_lambda,raw_map,response_lambda,retention_power,rho,ridge_tau,scale,shrink,smooth_fit_start,smooth_lambda,source_corr,source_dot,source_full_l2,source_l2,source_retention,step_fit_start,step_lambda,target_factor,target_retention,test_curve,test_label,train_curve,win
0.004701998914275349,smooth,20,0.002161047939511294,-54.03980351951346,0.0006394638242375368,0.08847048323524456,12,0.02,0.154823345661678,7.0,0.0,0.75,0.05,400,0.5714285714285714,3000,7.0,0.4248928497638586,0.0007844239608802287,0.19488056807421333,0.002566574149575363,0.013169984955082717,8000,20.0,1.0,0.174837799151775,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,1
0.0038535563963712593,smooth,20,0.001913481476356974,-50.34505066128465,0.00025006251562922964,0.08847048323524456,12,0.02,0.154823345661678,7.0,0.0,0.75,0.05,400,0.5714285714285714,3000,7.0,0.4248928497638586,0.0007844239608802287,0.19488056807421333,0.002566574149575363,0.013169984955082717,8000,20.0,1.0,0.2205649383019635,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,1
0.008173606778800102,step,20,0.0034021327244841766,-58.37660390871391,1.0,0.05666198040665666,12,0.02,0.09915846571164916,20.0,0.0,0.75,0.05,400,0.5714285714285714,3000,7.0,0.45100100468163046,0.0003074965893966594,0.023414032104357954,0.0006010623973433931,0.025671033278865277,8000,20.0,1.0,0.4223534000775548,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,1
0.006687305974578527,step,20,0.0057592986701272214,-13.877147359176945,1.0,0.05666198040665666,12,0.02,0.09915846571164916,20.0,0.0,0.75,0.05,400,0.5714285714285714,3000,7.0,0.45100100468163046,0.0003074965893966594,0.023414032104357954,0.0006010623973433931,0.025671033278865277,8000,20.0,1.0,0.7295470445133029,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,1
0.0025579541942073844,step,20,0.002402401989481754,-6.081117679037651,1.0,0.05666198040665666,12,0.02,0.09915846571164916,20.0,0.0,0.75,0.05,400,0.5714285714285714,3000,7.0,0.45100100468163046,0.0003074965893966594,0.023414032104357954,0.0006010623973433931,0.025671033278865277,8000,20.0,1.0,0.8538245542947901,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,1
0.003408385839825258,smooth,28,0.0021558330970503662,-36.7491475917852,0.0006394638242375368,0.040728318082469135,12,0.02,0.07127455664432099,7.0,0.0,0.75,0.05,25,0.5714285714285714,5000,7.0,0.3561562429045622,0.0003538269561194422,0.19484775575539637,0.0024642814038834766,0.012647214715559933,8000,20.0,1.0,0.17518561557655415,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,1
0.0031360955249893426,smooth,28,0.0020746097853230833,-33.847366293788724,0.00025006251562922964,0.040728318082469135,12,0.02,0.07127455664432099,7.0,0.0,0.75,0.05,25,0.5714285714285714,5000,7.0,0.3561562429045622,0.0003538269561194422,0.19484775575539637,0.0024642814038834766,0.012647214715559933,8000,20.0,1.0,0.22005000471832278,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,1
0.004487187642230267,step,28,0.001829628843166137,-59.22548845635623,1.0,0.02907941470691537,12,0.02,0.0508889757371019,20.0,0.0,0.75,0.05,25,0.5714285714285714,5000,7.0,0.36155874024516726,0.0001576612179730726,0.023413441262264873,0.0005981409173485418,0.02554690319327631,8000,20.0,1.0,0.38740718093876747,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,1
0.002926482771138891,step,28,0.002321423047141174,-20.67532158278339,1.0,0.02907941470691537,12,0.02,0.0508889757371019,20.0,0.0,0.75,0.05,25,0.5714285714285714,5000,7.0,0.36155874024516726,0.0001576612179730726,0.023413441262264873,0.0005981409173485418,0.02554690319327631,8000,20.0,1.0,0.6966606946155736,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,1
0.002504818961791151,step,28,0.0021973363077687704,-12.275643817487925,1.0,0.02907941470691537,12,0.02,0.0508889757371019,20.0,0.0,0.75,0.05,25,0.5714285714285714,5000,7.0,0.36155874024516726,0.0001576612179730726,0.023413441262264873,0.0005981409173485418,0.02554690319327631,8000,20.0,1.0,0.8336059969555624,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,1
0.0037480705220761528,smooth,28,0.0016405895096169372,-56.228424733369955,0.0006394638242375368,0.05246942147508278,12,0.02,0.09182148758139487,7.0,0.0,0.75,0.05,100,0.5714285714285714,5000,7.0,0.38274190441821554,0.00045582770327723615,0.19484775575539637,0.0024642814038834766,0.012647214715559933,8000,20.0,1.0,0.17711808489103906,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,1
