delta_pct,kappa,method,scale,target_factor,target_retention,test_curve,test_label,train_curve,train_label,win
-5.053693089086231,0.017176311666961347,nextgen_safe_rho0p5_Rtarget0p01,400,1.0,0.7413329414952441,wsdcon_18.csv,WSD-con 18e-5,wsdcon_9.csv,WSD-con 9e-5,1
-1.807590179495444,0.011845477237462546,nextgen_safe_rho0p5_Rtarget0p01,25,1.0,0.0193948960046347,cosine_72000.csv,Cosine,wsdcon_18.csv,WSD-con 18e-5,1
-10.828330853408508,0.011845477237462546,nextgen_safe_rho0p5_Rtarget0p01,25,1.0,0.19363028951346634,wsd_20000_24000.csv,WSD sharp,wsdcon_18.csv,WSD-con 18e-5,1
-8.468573741014184,0.011845477237462546,nextgen_safe_rho0p5_Rtarget0p01,25,1.0,0.24367405422491062,wsdld_20000_24000.csv,WSD linear,wsdcon_18.csv,WSD-con 18e-5,1
-34.1723484715313,0.011845477237462546,nextgen_safe_rho0p5_Rtarget0p01,25,1.0,0.24303548473632608,wsdcon_3.csv,WSD-con 3e-5,wsdcon_18.csv,WSD-con 18e-5,1
-20.70833521813712,0.011845477237462546,nextgen_safe_rho0p5_Rtarget0p01,25,1.0,0.520084044338764,wsdcon_9.csv,WSD-con 9e-5,wsdcon_18.csv,WSD-con 18e-5,1
-1.5544518836964838,0.009943362553739713,nextgen_safe_rho0p5_Rtarget0p01,100,1.0,0.0193948960046347,cosine_72000.csv,Cosine,wsdcon_18.csv,WSD-con 18e-5,1
-8.21743048457514,0.009943362553739713,nextgen_safe_rho0p5_Rtarget0p01,100,1.0,0.19560070632069068,wsd_20000_24000.csv,WSD sharp,wsdcon_18.csv,WSD-con 18e-5,1
-6.822995902006623,0.009943362553739713,nextgen_safe_rho0p5_Rtarget0p01,100,1.0,0.2460170141173665,wsdld_20000_24000.csv,WSD linear,wsdcon_18.csv,WSD-con 18e-5,1
-16.33314298053866,0.009943362553739713,nextgen_safe_rho0p5_Rtarget0p01,100,1.0,0.2610431617090627,wsdcon_3.csv,WSD-con 3e-5,wsdcon_18.csv,WSD-con 18e-5,1
-5.312375122196222,0.009943362553739713,nextgen_safe_rho0p5_Rtarget0p01,100,1.0,0.5584955389588916,wsdcon_9.csv,WSD-con 9e-5,wsdcon_18.csv,WSD-con 18e-5,1
-2.263209277680478,0.016855625656798698,nextgen_safe_rho0p5_Rtarget0p01,400,1.0,0.01949860601860202,cosine_72000.csv,Cosine,wsdcon_18.csv,WSD-con 18e-5,1
-11.198195736050764,0.016855625656798698,nextgen_safe_rho0p5_Rtarget0p01,400,1.0,0.1934498952473633,wsd_20000_24000.csv,WSD sharp,wsdcon_18.csv,WSD-con 18e-5,1
-9.816924992621367,0.016855625656798698,nextgen_safe_rho0p5_Rtarget0p01,400,1.0,0.24470286758072735,wsdld_20000_24000.csv,WSD linear,wsdcon_18.csv,WSD-con 18e-5,1
-24.436402474927355,0.016855625656798698,nextgen_safe_rho0p5_Rtarget0p01,400,1.0,0.2610431617090627,wsdcon_3.csv,WSD-con 3e-5,wsdcon_18.csv,WSD-con 18e-5,1
-6.152634035188709,0.016855625656798698,nextgen_safe_rho0p5_Rtarget0p01,400,1.0,0.5584955389588916,wsdcon_9.csv,WSD-con 9e-5,wsdcon_18.csv,WSD-con 18e-5,1
